S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
17617,21/07/2020,Telangana,46274,11529,34323,422
17618,22/07/2020,Telangana,47705,9891,37385,429
17619,23/07/2020,Telangana,49259,11155,37666,438
17620,24/07/2020,Telangana,50826,11052,39327,447
17621,25/07/2020,Telangana,52466,11677,40334,455
17622,26/07/2020,Telangana,52466,11677,40334,455
17623,27/07/2020,Telangana,54059,12264,41332,463
17624,28/07/2020,Telangana,57142,13753,42909,480
17625,29/07/2020,Telangana,57142,13753,42909,480
17626,30/07/2020,Telangana,58906,14663,43751,492
17627,31/07/2020,Telangana,60717,15640,44572,505
17628,01/08/2020,Telangana,62703,16796,45388,519
17629,02/08/2020,Telangana,64786,17754,46502,530
17630,03/08/2020,Telangana,66677,18547,47590,540
17631,04/08/2020,Telangana,68946,18708,49675,563
17632,05/08/2020,Telangana,70958,19568,50814,576
17633,06/08/2020,Telangana,73050,20358,52103,589
17634,07/08/2020,Telangana,75257,21417,53239,601
17635,08/08/2020,Telangana,77513,22568,54330,615
17636,09/08/2020,Telangana,79495,22869,55999,627
17637,10/08/2020,Telangana,80751,22528,57586,637
17638,11/08/2020,Telangana,82647,22628,59374,645
17639,12/08/2020,Telangana,84544,22596,61294,654
17640,13/08/2020,Telangana,86475,22736,63074,665
17641,14/08/2020,Telangana,88396,23438,64284,674
17642,15/08/2020,Telangana,90259,23379,66196,684
17643,16/08/2020,Telangana,91361,22542,68126,693
17644,17/08/2020,Telangana,92255,21420,70132,703
17645,18/08/2020,Telangana,93937,21024,72202,711
17646,19/08/2020,Telangana,95700,20990,73991,719
17647,20/08/2020,Telangana,97424,21509,75186,729
17648,21/08/2020,Telangana,99391,21687,76967,737
17649,22/08/2020,Telangana,101865,22386,78735,744
17650,23/08/2020,Telangana,104249,22908,80586,755
17651,24/08/2020,Telangana,106091,22919,82411,761
17652,25/08/2020,Telangana,108670,23737,84163,770
17653,26/08/2020,Telangana,111688,25685,85223,780
17654,27/08/2020,Telangana,114483,27600,86095,788
17655,28/08/2020,Telangana,117415,28941,87675,799
17656,29/08/2020,Telangana,120166,30008,89350,808
17657,30/08/2020,Telangana,123090,31284,90988,818
17658,31/08/2020,Telangana,124963,31299,92837,827
17659,01/09/2020,Telangana,127697,31699,95162,836
17660,02/09/2020,Telangana,130589,32341,97402,846
17661,03/09/2020,Telangana,133406,32537,100013,856
17662,04/09/2020,Telangana,135884,32994,102024,866
17663,05/09/2020,Telangana,138395,32915,104603,877
17664,06/09/2020,Telangana,140969,32553,107530,886
17665,07/09/2020,Telangana,142771,31635,110241,895
17666,08/09/2020,Telangana,145163,31670,112587,906
17667,09/09/2020,Telangana,147642,31654,115072,916
17668,10/09/2020,Telangana,150176,32106,117143,927
17669,11/09/2020,Telangana,152602,32195,119467,940
17670,12/09/2020,Telangana,154880,32005,121925,950
17671,13/09/2020,Telangana,157096,31607,124528,961
17672,14/09/2020,Telangana,158513,30532,127007,974
17673,15/09/2020,Telangana,160571,30400,129187,984
17674,16/09/2020,Telangana,162844,30401,131447,996
17675,17/09/2020,Telangana,165003,30443,133555,1005
17676,18/09/2020,Telangana,167046,30673,135357,1016
17677,19/09/2020,Telangana,169169,30636,137508,1025
17678,20/09/2020,Telangana,171306,30573,139700,1033
17679,21/09/2020,Telangana,172608,29636,141930,1042
17680,22/09/2020,Telangana,174774,29649,144073,1052
17681,23/09/2020,Telangana,177070,29873,146135,1062
17682,24/09/2020,Telangana,179246,30037,148139,1070
17683,25/09/2020,Telangana,181627,30387,150160,1080
17684,26/09/2020,Telangana,183866,30334,152441,1091
17685,27/09/2020,Telangana,185833,30234,154499,1100
17686,28/09/2020,Telangana,187211,29673,156431,1107
17687,29/09/2020,Telangana,189283,29477,158690,1116
17688,30/09/2020,Telangana,191386,29326,160933,1127
17689,01/10/2020,Telangana,193600,29058,163407,1135
17690,02/10/2020,Telangana,195609,28620,165844,1145
17691,03/10/2020,Telangana,197327,28328,167846,1153
17692,04/10/2020,Telangana,199276,27901,170212,1163
17693,05/10/2020,Telangana,200611,27052,172388,1171
17694,06/10/2020,Telangana,202594,26644,174769,1181
17695,07/10/2020,Telangana,204748,26551,177008,1189
17696,08/10/2020,Telangana,206644,26368,179075,1201
17697,09/10/2020,Telangana,208535,26374,180953,1208
17698,10/10/2020,Telangana,210346,26104,183025,1217
17699,11/10/2020,Telangana,212063,25713,185128,1222
17700,12/10/2020,Telangana,213084,24514,187342,1228
17701,13/10/2020,Telangana,214792,24208,189351,1233
17702,14/10/2020,Telangana,216238,23728,191269,1241
17703,15/10/2020,Telangana,217670,23203,193218,1249
17704,16/10/2020,Telangana,219224,23315,194653,1256
17705,17/10/2020,Telangana,220675,22774,196636,1265
17706,18/10/2020,Telangana,222111,22050,198790,1271
17707,19/10/2020,Telangana,223059,21098,200686,1275
17708,20/10/2020,Telangana,224545,20686,202577,1282
17709,21/10/2020,Telangana,226124,20449,204388,1287
17710,22/10/2020,Telangana,227580,20183,206105,1292
17711,23/10/2020,Telangana,229001,20377,207326,1298
17712,24/10/2020,Telangana,230274,19937,209034,1303
17713,25/10/2020,Telangana,231252,19465,210480,1307
17714,26/10/2020,Telangana,231834,18611,211912,1311
17715,27/10/2020,Telangana,232671,17890,213466,1315
17716,28/10/2020,Telangana,234152,17916,214917,1319
17717,29/10/2020,Telangana,235656,17979,216353,1324
17718,30/10/2020,Telangana,237187,18456,217401,1330
17719,31/10/2020,Telangana,238632,18409,218887,1336
17720,01/11/2020,Telangana,240048,18241,220466,1341
17721,02/11/2020,Telangana,240970,17630,221992,1348
17722,03/11/2020,Telangana,242506,17742,223413,1351
17723,04/11/2020,Telangana,244143,18100,224686,1357
17724,05/11/2020,Telangana,245682,18656,225664,1362
17725,06/11/2020,Telangana,247284,19272,226646,1366
17726,07/11/2020,Telangana,248891,19936,227583,1372
17727,08/11/2020,Telangana,250331,19890,229064,1377
17728,09/11/2020,Telangana,251188,19239,230568,1381
17729,10/11/2020,Telangana,252455,18581,232489,1385
17730,11/11/2020,Telangana,253651,18027,234234,1390
17731,12/11/2020,Telangana,254666,17323,235950,1393
17732,13/11/2020,Telangana,255663,17094,237172,1397
17733,14/11/2020,Telangana,256713,16404,238908,1401
17734,15/11/2020,Telangana,257374,15425,240545,1404
17735,16/11/2020,Telangana,257876,14385,242084,1407
17736,17/11/2020,Telangana,258828,13732,243686,1410
17737,18/11/2020,Telangana,259776,13068,245293,1415
17738,19/11/2020,Telangana,260834,12682,246733,1419
17739,20/11/2020,Telangana,261728,12515,247790,1423
17740,21/11/2020,Telangana,262653,12070,249157,1426
17741,22/11/2020,Telangana,263526,11643,250453,1430
17742,23/11/2020,Telangana,264128,11227,251468,1433
17743,24/11/2020,Telangana,265049,11047,252565,1437
17744,25/11/2020,Telangana,266042,10886,253715,1441
17745,26/11/2020,Telangana,266904,10784,254676,1444
17746,27/11/2020,Telangana,267665,10839,255378,1448
17747,28/11/2020,Telangana,268418,10637,256330,1451
17748,29/11/2020,Telangana,269223,10490,257278,1455
17749,30/11/2020,Telangana,269816,10022,258336,1458
17750,01/12/2020,Telangana,270318,9627,259230,1461
17751,02/12/2020,Telangana,270883,9266,260155,1462
17752,03/12/2020,Telangana,271492,8999,261028,1465
17753,04/12/2020,Telangana,272123,8826,261830,1467
17754,05/12/2020,Telangana,272719,8498,262751,1470
17755,06/12/2020,Telangana,273341,8125,263744,1472
17756,07/12/2020,Telangana,273858,7778,264606,1474
17757,08/12/2020,Telangana,274540,7696,265367,1477
17758,09/12/2020,Telangana,275261,7661,266120,1480
17759,10/12/2020,Telangana,275904,7497,266925,1482
17760,11/12/2020,Telangana,276516,7604,267427,1485
17761,12/12/2020,Telangana,277151,7670,267992,1489
17762,13/12/2020,Telangana,277724,7630,268601,1493
17763,14/12/2020,Telangana,278108,7380,269232,1496
17764,15/12/2020,Telangana,278599,7272,269828,1499
17765,17/12/2020,Telangana,279644,7172,270967,1505
17766,18/12/2020,Telangana,280195,7040,271649,1506
17767,19/12/2020,Telangana,280822,6942,272370,1510
17768,20/12/2020,Telangana,281414,6888,273013,1513
17769,21/12/2020,Telangana,281730,6590,273625,1515
17770,22/12/2020,Telangana,282347,6569,274260,1518
17771,23/12/2020,Telangana,282982,6627,274833,1522
17772,24/12/2020,Telangana,283556,6815,275217,1524
17773,25/12/2020,Telangana,284074,6839,275708,1527
17774,26/12/2020,Telangana,284391,6618,276244,1529
17775,27/12/2020,Telangana,284863,6579,276753,1531
17776,28/12/2020,Telangana,285068,6231,277304,1533
17777,29/12/2020,Telangana,285465,5999,277931,1535
17778,30/12/2020,Telangana,285939,5878,278523,1538
17779,31/12/2020,Telangana,286354,5974,278839,1541
17780,03/01/2021,Telangana,287502,5388,280565,1549
17781,04/01/2021,Telangana,287740,5106,281083,1551
17782,05/01/2021,Telangana,287993,5039,281400,1554
17783,06/01/2021,Telangana,288410,4982,281872,1556
17784,07/01/2021,Telangana,288789,5053,282177,1559
17785,08/01/2021,Telangana,289135,5000,282574,1561
17786,09/01/2021,Telangana,289433,4822,283048,1563
17787,10/01/2021,Telangana,289784,4756,283463,1565
17788,11/01/2021,Telangana,290008,4518,283924,1566
17789,12/01/2021,Telangana,290309,4524,284217,1568
17790,13/01/2021,Telangana,290640,4458,284611,1571
17791,14/01/2021,Telangana,290916,4495,284849,1572
17792,15/01/2021,Telangana,291118,4442,285102,1574
17793,16/01/2021,Telangana,291367,4273,285519,1575
17794,17/01/2021,Telangana,291666,4191,285898,1577
17795,18/01/2021,Telangana,291872,4049,286244,1579
17796,19/01/2021,Telangana,292128,4005,286542,1581
17797,20/01/2021,Telangana,292395,3919,286893,1583
17798,21/01/2021,Telangana,292621,3920,287117,1584
17799,22/01/2021,Telangana,292835,3781,287468,1586
17800,23/01/2021,Telangana,293056,3569,287899,1588
17801,24/01/2021,Telangana,293253,3389,288275,1589
17802,25/01/2021,Telangana,293401,3234,288577,1590
17803,27/01/2021,Telangana,293737,2819,289325,1593
17804,28/01/2021,Telangana,293923,2698,289631,1594
17805,29/01/2021,Telangana,294120,2537,289987,1596
17806,30/01/2021,Telangana,294306,2354,290354,1598
17807,31/01/2021,Telangana,294469,2240,290630,1599
17808,01/02/2021,Telangana,294587,2092,290894,1601
17809,02/02/2021,Telangana,294739,2022,291115,1602
17810,03/02/2021,Telangana,294924,2008,291312,1604
17811,04/02/2021,Telangana,295101,1985,291510,1606
17812,05/02/2021,Telangana,295270,1964,291699,1607
17813,06/02/2021,Telangana,295431,1977,291846,1608
17814,07/02/2021,Telangana,295581,1939,292032,1610
17815,08/02/2021,Telangana,295682,1842,292229,1611
17816,09/02/2021,Telangana,295831,1804,292415,1612
17817,10/02/2021,Telangana,295988,1797,292578,1613
17818,11/02/2021,Telangana,296134,1825,292696,1613
17819,12/02/2021,Telangana,296277,1815,292848,1614
17820,13/02/2021,Telangana,296428,1781,293033,1614
17821,14/02/2021,Telangana,296574,1748,293210,1616
17822,15/02/2021,Telangana,296673,1676,293379,1618
17823,16/02/2021,Telangana,296802,1643,293540,1619
17824,17/02/2021,Telangana,296950,1640,293690,1620
17825,18/02/2021,Telangana,297113,1700,293791,1622
17826,19/02/2021,Telangana,297278,1715,293940,1623
17827,20/02/2021,Telangana,297435,1715,294097,1623
17828,21/02/2021,Telangana,297598,1731,294243,1624
17829,22/02/2021,Telangana,297712,1701,294386,1625
17830,23/02/2021,Telangana,297861,1697,294537,1627
17831,24/02/2021,Telangana,298057,1745,294683,1629
17832,25/02/2021,Telangana,298264,1852,294782,1630
17833,26/02/2021,Telangana,298453,1910,294911,1632
17834,27/02/2021,Telangana,298631,1939,295059,1633
17835,01/03/2021,Telangana,298923,1902,295387,1634
17836,02/03/2021,Telangana,299086,1907,295544,1635
17837,03/03/2021,Telangana,299254,1912,295707,1635
17838,04/03/2021,Telangana,299406,1948,295821,1637
17839,06/03/2021,Telangana,299742,1936,296166,1640
17840,07/03/2021,Telangana,299900,1886,296373,1641
17841,08/03/2021,Telangana,300011,1807,296562,1642
17842,09/03/2021,Telangana,300153,1769,296740,1644
17843,10/03/2021,Telangana,300342,1780,296916,1646
17844,11/03/2021,Telangana,300536,1855,297032,1649
17845,13/03/2021,Telangana,300933,1918,297363,1652
17846,14/03/2021,Telangana,301161,1993,297515,1653
17847,15/03/2021,Telangana,301318,1983,297681,1654
17848,16/03/2021,Telangana,301522,2015,297851,1656
17849,17/03/2021,Telangana,301769,2101,298009,1659
17850,18/03/2021,Telangana,302047,2265,298120,1662
17851,19/03/2021,Telangana,302360,2434,298262,1664
17852,20/03/2021,Telangana,302724,2607,298451,1666
17853,21/03/2021,Telangana,303118,2804,298645,1669
17854,22/03/2021,Telangana,303455,2958,298826,1671
17855,23/03/2021,Telangana,303867,3151,299042,1674
17856,24/03/2021,Telangana,304298,3352,299270,1676
17857,25/03/2021,Telangana,304791,3684,299427,1680
17858,27/03/2021,Telangana,305804,4241,299878,1685
17859,28/03/2021,Telangana,306339,4495,300156,1688
17860,29/03/2021,Telangana,306742,4583,300469,1690
17861,30/03/2021,Telangana,307205,4678,300833,1694
17862,31/03/2021,Telangana,307889,4965,301227,1697
17863,01/04/2021,Telangana,308776,5511,301564,1701
17864,02/04/2021,Telangana,309741,6159,301876,1706
17865,03/04/2021,Telangana,310819,6900,302207,1712
17866,04/04/2021,Telangana,312140,7923,302500,1717
17867,05/04/2021,Telangana,313237,8746,302768,1723
17868,06/04/2021,Telangana,314735,9993,303013,1729
17869,07/04/2021,Telangana,316649,11617,303298,1734
17870,08/04/2021,Telangana,319054,13712,303601,1741
17871,09/04/2021,Telangana,321182,15472,303964,1746
17872,10/04/2021,Telangana,324091,17791,304548,1752
17873,11/04/2021,Telangana,327278,20184,305335,1759
17874,12/04/2021,Telangana,329529,21864,305900,1765
17875,13/04/2021,Telangana,332581,24131,306678,1772
17876,14/04/2021,Telangana,334738,25459,307499,1780
17877,15/04/2021,Telangana,338045,27861,308396,1788
17878,16/04/2021,Telangana,341885,30494,309594,1797
17879,17/04/2021,Telangana,346331,33514,311008,1809
17880,18/04/2021,Telangana,351424,37037,312563,1824
17881,19/04/2021,Telangana,355433,39154,314441,1838
17882,20/04/2021,Telangana,361359,42853,316650,1856
17883,21/04/2021,Telangana,367901,46488,319537,1876
17884,22/04/2021,Telangana,373468,49781,321788,1899
17885,23/04/2021,Telangana,379494,52726,324840,1928
17886,24/04/2021,Telangana,387106,58148,326997,1961
17887,25/04/2021,Telangana,395232,62929,330304,1999
17888,26/04/2021,Telangana,401783,65597,334144,2042
17889,27/04/2021,Telangana,411905,69221,340590,2094
17890,28/04/2021,Telangana,419966,72133,345683,2150
17891,29/04/2021,Telangana,427960,76060,349692,2208
17892,30/04/2021,Telangana,435606,77727,355618,2261
17893,01/05/2021,Telangana,443360,78888,362160,2312
17894,02/05/2021,Telangana,450790,80695,367727,2368
17895,03/05/2021,Telangana,456485,80135,373933,2417
17896,04/05/2021,Telangana,463361,79520,381365,2476
17897,05/05/2021,Telangana,469722,77704,389491,2527
17898,06/05/2021,Telangana,475748,77127,396042,2579
17899,07/05/2021,Telangana,481640,73851,405164,2625
17900,08/05/2021,Telangana,487199,71308,413225,2666
17901,09/05/2021,Telangana,492385,68462,421219,2704
17902,10/05/2021,Telangana,497361,65757,428865,2739
17903,11/05/2021,Telangana,502187,62797,436619,2771
17904,12/05/2021,Telangana,506988,60136,444049,2803
17905,13/05/2021,Telangana,511711,59133,449744,2834
17906,14/05/2021,Telangana,511711,59133,449744,2834
17907,15/05/2021,Telangana,516404,56917,456620,2867
17908,16/05/2021,Telangana,525007,53072,469007,2928
17909,17/05/2021,Telangana,528823,50969,474899,2955
17910,18/05/2021,Telangana,532784,49341,480458,2985
17911,19/05/2021,Telangana,536766,48110,485644,3012
17912,20/05/2021,Telangana,540603,46946,490620,3037
17913,21/05/2021,Telangana,544263,45757,495446,3060
17914,22/05/2021,Telangana,547727,44395,500247,3085
17915,23/05/2021,Telangana,551035,42959,504970,3106
17916,24/05/2021,Telangana,553277,40489,509663,3125
17917,25/05/2021,Telangana,556320,39206,513968,3146
17918,26/05/2021,Telangana,560141,38706,518266,3169
17919,27/05/2021,Telangana,563903,38632,522082,3189
17920,28/05/2021,Telangana,567517,38267,526043,3207
17921,30/05/2021,Telangana,574026,36917,533862,3247
17922,31/05/2021,Telangana,575827,35042,537522,3263
17923,01/06/2021,Telangana,578351,34084,540986,3281
17924,02/06/2021,Telangana,580844,33254,544294,3296
17925,03/06/2021,Telangana,583228,33379,546536,3313
17926,04/06/2021,Telangana,585489,32579,549579,3331
17927,05/06/2021,Telangana,587664,30918,553400,3346
17928,06/06/2021,Telangana,589734,29208,557162,3364
17929,07/06/2021,Telangana,591170,27016,560776,3378
17930,08/06/2021,Telangana,593103,25406,564303,3394
17931,09/06/2021,Telangana,595000,24306,567285,3409
17932,10/06/2021,Telangana,596813,24301,569086,3426
17933,11/06/2021,Telangana,598611,23561,571610,3440
17934,12/06/2021,Telangana,600318,22759,574103,3456
17935,13/06/2021,Telangana,602089,22133,576487,3469
17936,14/06/2021,Telangana,603369,21137,578748,3484
17937,15/06/2021,Telangana,604880,20461,580923,3496
17938,16/06/2021,Telangana,606436,19933,582993,3510
17939,17/06/2021,Telangana,607925,19975,584429,3521
17940,18/06/2021,Telangana,609417,19521,586362,3534
17941,19/06/2021,Telangana,610834,19029,588259,3546
17942,20/06/2021,Telangana,612196,18568,590072,3556
17943,21/06/2021,Telangana,613202,17765,591870,3567
17944,22/06/2021,Telangana,614399,17246,593577,3576
17945,23/06/2021,Telangana,615574,16640,595348,3586
17946,25/06/2021,Telangana,617776,16030,598139,3607
17947,26/06/2021,Telangana,618837,15524,599695,3618
17948,27/06/2021,Telangana,619865,15054,601184,3627
17949,28/06/2021,Telangana,620613,14302,602676,3635
17950,29/06/2021,Telangana,621606,13869,604093,3644
17951,30/06/2021,Telangana,622593,13487,605455,3651
17952,01/07/2021,Telangana,623510,13388,606461,3661
17953,02/07/2021,Telangana,624379,13052,607658,3669
17954,03/07/2021,Telangana,625237,12726,608833,3678
17955,04/07/2021,Telangana,626085,12454,609947,3684
17956,05/07/2021,Telangana,626690,11964,611035,3691
17957,06/07/2021,Telangana,627498,11704,612096,3698
17958,07/07/2021,Telangana,628282,11455,613124,3703
17959,08/07/2021,Telangana,629054,11472,613872,3710
17960,09/07/2021,Telangana,629785,11206,614865,3714
17961,10/07/2021,Telangana,630514,10942,615852,3720
17962,11/07/2021,Telangana,631218,10724,616769,3725
17963,12/07/2021,Telangana,631683,10316,617638,3729
17964,13/07/2021,Telangana,632379,10148,618496,3735
17965,14/07/2021,Telangana,633146,10064,619344,3738
17966,15/07/2021,Telangana,633895,10203,619949,3743
17967,16/07/2021,Telangana,634605,10101,620757,3747
17968,17/07/2021,Telangana,635320,10028,621541,3751
17969,18/07/2021,Telangana,636049,9980,622313,3756
17970,19/07/2021,Telangana,636627,9824,623044,3759
17971,21/07/2021,Telangana,638030,9787,624477,3766
17972,22/07/2021,Telangana,638721,9908,625042,3771
17973,26/07/2021,Telangana,641153,9405,627964,3784
17974,27/07/2021,Telangana,641791,9325,628679,3787
17975,28/07/2021,Telangana,642436,9237,629408,3791
17976,29/07/2021,Telangana,643093,9314,629986,3793
17977,30/07/2021,Telangana,643716,9188,630732,3796
17978,31/07/2021,Telangana,644330,9141,631389,3800
17979,01/08/2021,Telangana,644951,9069,632080,3802
17980,02/08/2021,Telangana,645406,8873,632728,3805
17981,03/08/2021,Telangana,645997,8819,633371,3807
17982,04/08/2021,Telangana,646606,8777,634018,3811
17983,05/08/2021,Telangana,647229,8803,634612,3814
17984,06/08/2021,Telangana,647811,8744,635250,3817
17985,07/08/2021,Telangana,648388,8674,635895,3819
17986,08/08/2021,Telangana,648957,8582,636552,3823
17987,09/08/2021,Telangana,649406,8406,637175,3825
17988,10/08/2021,Telangana,649859,8242,637789,3828
17989,11/08/2021,Telangana,650353,8112,638410,3831
17990,12/08/2021,Telangana,650835,8137,638865,3833
17991,13/08/2021,Telangana,651288,7996,639456,3836
17992,14/08/2021,Telangana,651715,7812,640065,3838
17993,15/08/2021,Telangana,652135,7606,640688,3841
17994,16/08/2021,Telangana,652380,7268,641270,3842
17995,17/08/2021,Telangana,652785,7093,641847,3845
17996,18/08/2021,Telangana,653202,6939,642416,3847
17997,19/08/2021,Telangana,653626,6912,642865,3849
17998,20/08/2021,Telangana,654035,6865,643318,3852
17999,21/08/2021,Telangana,654394,6728,643812,3854
18000,22/08/2021,Telangana,654758,6608,644294,3856
18001,23/08/2021,Telangana,654989,6384,644747,3858
18002,24/08/2021,Telangana,655343,6308,645174,3861
18003,25/08/2021,Telangana,655732,6276,645594,3862
18004,26/08/2021,Telangana,656098,6295,645939,3864
18005,27/08/2021,Telangana,656455,6246,646344,3865
18006,28/08/2021,Telangana,656794,6166,646761,3867
18007,29/08/2021,Telangana,657119,6065,647185,3869
18008,30/08/2021,Telangana,657376,5912,647594,3870
18009,31/08/2021,Telangana,657716,5891,647953,3872
18010,01/09/2021,Telangana,658054,5864,648317,3873
18011,02/09/2021,Telangana,658376,5852,648648,3876
18012,03/09/2021,Telangana,658689,5809,649002,3878
18013,04/09/2021,Telangana,659007,5736,649391,3880
18014,05/09/2021,Telangana,659313,5673,649757,3883
18015,06/09/2021,Telangana,659543,5545,650114,3884
18016,07/09/2021,Telangana,660471,5497,651085,3889
18017,08/09/2021,Telangana,660142,5476,650778,3888
18018,09/09/2021,Telangana,660471,5497,651085,3889
18019,10/09/2021,Telangana,661006,5351,651763,3892
18020,11/09/2021,Telangana,661302,5324,652085,3893
18021,12/09/2021,Telangana,661302,5324,652085,3893
18022,13/09/2021,Telangana,661551,5258,652398,3895
18023,14/09/2021,Telangana,661866,5253,652716,3897
18024,15/09/2021,Telangana,662202,5282,653022,3898
18025,16/09/2021,Telangana,662526,5325,653302,3899
18026,18/09/2021,Telangana,663026,5223,653901,3902
18027,19/09/2021,Telangana,663281,5148,654230,3903
18028,20/09/2021,Telangana,663454,5005,654545,3904
18029,21/09/2021,Telangana,663662,4991,654765,3906
18030,22/09/2021,Telangana,663906,4938,655061,3907
18031,23/09/2021,Telangana,664164,4946,655310,3908
18032,24/09/2021,Telangana,664411,4877,655625,3909
18033,25/09/2021,Telangana,664650,4778,655961,3911
18034,26/09/2021,Telangana,664898,4701,656285,3912
18035,27/09/2021,Telangana,665068,4612,656544,3912
18036,28/09/2021,Telangana,665284,4585,656785,3914
18037,29/09/2021,Telangana,665504,4549,657040,3915
18038,30/09/2021,Telangana,665749,4620,657213,3916
18039,01/10/2021,Telangana,665963,4624,657421,3918
18040,02/10/2021,Telangana,666183,4599,657665,3919
18041,03/10/2021,Telangana,666384,4541,657923,3920
18042,04/10/2021,Telangana,666546,4455,658170,3921
18043,05/10/2021,Telangana,666753,4421,658409,3923
18044,06/10/2021,Telangana,666971,4390,658657,3924
18045,07/10/2021,Telangana,667158,4406,658827,3925
18046,01/01/1970,Tripura,83620,505,82310,805
18047,07/04/2020,Tripura,1,1,0,0
18048,08/04/2020,Tripura,1,1,0,0
18049,09/04/2020,Tripura,1,1,0,0
18050,10/04/2020,Tripura,1,1,0,0
18051,11/04/2020,Tripura,1,1,0,0
18052,12/04/2020,Tripura,2,2,0,0
18053,13/04/2020,Tripura,2,2,0,0
18054,14/04/2020,Tripura,2,2,0,0
18055,15/04/2020,Tripura,2,2,0,0
18056,16/04/2020,Tripura,2,1,1,0
18057,17/04/2020,Tripura,2,1,1,0
18058,18/04/2020,Tripura,2,1,1,0
18059,19/04/2020,Tripura,2,1,1,0
18060,20/04/2020,Tripura,2,1,1,0
18061,21/04/2020,Tripura,2,1,1,0
18062,22/04/2020,Tripura,2,1,1,0
18063,23/04/2020,Tripura,2,1,1,0
18064,24/04/2020,Tripura,2,1,1,0
18065,25/04/2020,Tripura,2,1,1,0
18066,26/04/2020,Tripura,2,0,2,0
18067,27/04/2020,Tripura,2,0,2,0
18068,28/04/2020,Tripura,2,0,2,0
18069,29/04/2020,Tripura,2,0,2,0
18070,30/04/2020,Tripura,2,0,2,0
18071,01/05/2020,Tripura,2,0,2,0
18072,02/05/2020,Tripura,2,0,2,0
18073,03/05/2020,Tripura,4,2,2,0
18074,04/05/2020,Tripura,16,14,2,0
18075,05/05/2020,Tripura,29,27,2,0
18076,06/05/2020,Tripura,43,41,2,0
18077,07/05/2020,Tripura,43,41,2,0
18078,08/05/2020,Tripura,65,63,2,0
18079,09/05/2020,Tripura,118,116,2,0
18080,10/05/2020,Tripura,134,132,2,0
18081,11/05/2020,Tripura,150,148,2,0
18082,12/05/2020,Tripura,152,150,2,0
18083,13/05/2020,Tripura,154,152,2,0
18084,14/05/2020,Tripura,155,139,16,0
18085,15/05/2020,Tripura,156,127,29,0
18086,16/05/2020,Tripura,156,114,42,0
18087,17/05/2020,Tripura,167,103,64,0
18088,18/05/2020,Tripura,167,82,85,0
18089,19/05/2020,Tripura,167,82,85,0
18090,20/05/2020,Tripura,173,57,116,0
18091,21/05/2020,Tripura,173,40,133,0
18092,22/05/2020,Tripura,173,25,148,0
18093,23/05/2020,Tripura,175,23,152,0
18094,24/05/2020,Tripura,189,36,153,0
18095,25/05/2020,Tripura,191,26,165,0
18096,26/05/2020,Tripura,194,29,165,0
18097,27/05/2020,Tripura,207,42,165,0
18098,28/05/2020,Tripura,230,65,165,0
18099,29/05/2020,Tripura,242,75,167,0
18100,30/05/2020,Tripura,251,80,171,0
18101,31/05/2020,Tripura,268,96,172,0
18102,01/06/2020,Tripura,313,140,173,0
18103,02/06/2020,Tripura,420,247,173,0
18104,03/06/2020,Tripura,468,295,173,0
18105,04/06/2020,Tripura,468,295,173,0
18106,05/06/2020,Tripura,644,471,173,0
18107,06/06/2020,Tripura,692,519,173,0
18108,07/06/2020,Tripura,747,574,173,0
18109,08/06/2020,Tripura,800,608,192,0
18110,09/06/2020,Tripura,838,646,192,0
18111,10/06/2020,Tripura,864,671,192,1
18112,11/06/2020,Tripura,895,655,239,1
18113,12/06/2020,Tripura,913,634,278,1
18114,13/06/2020,Tripura,961,682,278,1
18115,14/06/2020,Tripura,1046,730,315,1
18116,15/06/2020,Tripura,1076,760,315,1
18117,16/06/2020,Tripura,1086,652,433,1
18118,17/06/2020,Tripura,1092,658,433,1
18119,18/06/2020,Tripura,1135,578,556,1
18120,19/06/2020,Tripura,1155,515,639,1
18121,20/06/2020,Tripura,1178,520,657,1
18122,21/06/2020,Tripura,1186,505,680,1
18123,22/06/2020,Tripura,1221,461,759,1
18124,23/06/2020,Tripura,1237,454,782,1
18125,24/06/2020,Tripura,1259,451,807,1
18126,25/06/2020,Tripura,1259,361,897,1
18127,26/06/2020,Tripura,1290,270,1019,1
18128,27/06/2020,Tripura,1325,269,1055,1
18129,28/06/2020,Tripura,1334,262,1071,1
18130,29/06/2020,Tripura,1346,266,1079,1
18131,30/06/2020,Tripura,1380,294,1085,1
18132,01/07/2020,Tripura,1388,301,1086,1
18133,02/07/2020,Tripura,1396,302,1093,1
18134,03/07/2020,Tripura,1435,288,1146,1
18135,04/07/2020,Tripura,1525,325,1199,1
18136,05/07/2020,Tripura,1546,343,1202,1
18137,06/07/2020,Tripura,1568,365,1202,1
18138,07/07/2020,Tripura,1680,460,1219,1
18139,08/07/2020,Tripura,1704,455,1248,1
18140,09/07/2020,Tripura,1761,436,1324,1
18141,10/07/2020,Tripura,1776,437,1338,1
18142,11/07/2020,Tripura,1918,545,1372,1
18143,12/07/2020,Tripura,1949,572,1375,2
18144,13/07/2020,Tripura,2054,631,1421,2
18145,14/07/2020,Tripura,2080,603,1475,2
18146,15/07/2020,Tripura,2170,630,1538,2
18147,16/07/2020,Tripura,2268,661,1604,3
18148,17/07/2020,Tripura,2283,676,1604,3
