S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
18149,18/07/2020,Tripura,2366,679,1684,3
18150,19/07/2020,Tripura,2654,914,1735,5
18151,20/07/2020,Tripura,2878,1114,1759,5
18152,21/07/2020,Tripura,3079,1227,1845,7
18153,22/07/2020,Tripura,3331,1397,1926,8
18154,23/07/2020,Tripura,3449,1408,2032,9
18155,24/07/2020,Tripura,3656,1574,2072,10
18156,25/07/2020,Tripura,3759,1617,2131,11
18157,26/07/2020,Tripura,3862,1642,2209,11
18158,27/07/2020,Tripura,3900,1526,2361,13
18159,28/07/2020,Tripura,4049,1565,2467,17
18160,29/07/2020,Tripura,4269,1627,2621,21
18161,30/07/2020,Tripura,4485,1786,2678,21
18162,31/07/2020,Tripura,4706,1723,2962,21
18163,01/08/2020,Tripura,4978,1630,3327,21
18164,02/08/2020,Tripura,5233,1747,3463,23
18165,03/08/2020,Tripura,5374,1742,3605,27
18166,04/08/2020,Tripura,5505,1802,3675,28
18167,05/08/2020,Tripura,5628,1873,3725,30
18168,06/08/2020,Tripura,5725,1901,3793,31
18169,07/08/2020,Tripura,5853,1957,3860,36
18170,08/08/2020,Tripura,5999,1878,4084,37
18171,09/08/2020,Tripura,6146,1929,4176,41
18172,10/08/2020,Tripura,6208,1723,4443,42
18173,11/08/2020,Tripura,6372,1673,4656,43
18174,12/08/2020,Tripura,6482,1601,4838,43
18175,13/08/2020,Tripura,6603,1647,4912,44
18176,14/08/2020,Tripura,6767,1706,5015,46
18177,15/08/2020,Tripura,6934,1796,5088,50
18178,16/08/2020,Tripura,7061,1855,5151,55
18179,17/08/2020,Tripura,7204,1859,5286,59
18180,18/08/2020,Tripura,7409,1943,5404,62
18181,19/08/2020,Tripura,7645,2083,5497,65
18182,20/08/2020,Tripura,7835,2205,5565,65
18183,21/08/2020,Tripura,8091,2373,5649,69
18184,22/08/2020,Tripura,8371,2240,6061,70
18185,23/08/2020,Tripura,8702,2448,6182,72
18186,24/08/2020,Tripura,8902,2488,6341,73
18187,25/08/2020,Tripura,9195,2703,6414,78
18188,26/08/2020,Tripura,9523,2866,6574,83
18189,27/08/2020,Tripura,9908,3126,6697,85
18190,28/08/2020,Tripura,10414,3486,6839,89
18191,29/08/2020,Tripura,10857,3726,7037,94
18192,30/08/2020,Tripura,11307,3977,7232,98
18193,31/08/2020,Tripura,11644,4108,7433,103
18194,01/09/2020,Tripura,12153,4366,7674,113
18195,02/09/2020,Tripura,12702,4737,7847,118
18196,03/09/2020,Tripura,13292,5133,8033,126
18197,04/09/2020,Tripura,13816,5475,8212,129
18198,05/09/2020,Tripura,14507,5888,8483,136
18199,06/09/2020,Tripura,15109,6220,8745,144
18200,07/09/2020,Tripura,15508,6311,9048,149
18201,08/09/2020,Tripura,16135,6641,9342,152
18202,09/09/2020,Tripura,16717,6903,9653,161
18203,10/09/2020,Tripura,17252,7086,9993,173
18204,11/09/2020,Tripura,17811,7383,10255,173
18205,12/09/2020,Tripura,18281,7365,10734,182
18206,13/09/2020,Tripura,18910,7584,11132,194
18207,14/09/2020,Tripura,19165,7429,11536,200
18208,15/09/2020,Tripura,19696,7564,11925,207
18209,16/09/2020,Tripura,20150,7498,12435,217
18210,17/09/2020,Tripura,20676,7498,12956,222
18211,18/09/2020,Tripura,20949,7162,13559,228
18212,19/09/2020,Tripura,21484,7107,14142,235
18213,20/09/2020,Tripura,22032,6983,14810,239
18214,21/09/2020,Tripura,22275,6566,15464,245
18215,22/09/2020,Tripura,22834,6700,15883,251
18216,23/09/2020,Tripura,23338,6599,16486,253
18217,24/09/2020,Tripura,23789,6551,16978,260
18218,25/09/2020,Tripura,24130,6378,17487,265
18219,26/09/2020,Tripura,24408,6148,17992,268
18220,27/09/2020,Tripura,24728,6066,18392,270
18221,28/09/2020,Tripura,24921,5689,18959,273
18222,29/09/2020,Tripura,25353,5874,19203,276
18223,30/09/2020,Tripura,25734,5765,19692,277
18224,01/10/2020,Tripura,26066,5691,20092,283
18225,02/10/2020,Tripura,26362,5480,20596,286
18226,03/10/2020,Tripura,26552,5366,20897,289
18227,04/10/2020,Tripura,26874,5171,21410,293
18228,05/10/2020,Tripura,27033,4858,21876,299
18229,06/10/2020,Tripura,27308,4876,22131,301
18230,07/10/2020,Tripura,27545,4621,22623,301
18231,08/10/2020,Tripura,27759,4389,23066,304
18232,09/10/2020,Tripura,27982,4197,23474,311
18233,10/10/2020,Tripura,28153,4039,23801,313
18234,11/10/2020,Tripura,28352,3951,24086,315
18235,12/10/2020,Tripura,28461,3742,24403,316
18236,13/10/2020,Tripura,28678,3738,24623,317
18237,14/10/2020,Tripura,28859,3500,25041,318
18238,15/10/2020,Tripura,29031,3318,25394,319
18239,16/10/2020,Tripura,29193,3105,25765,323
18240,17/10/2020,Tripura,29327,2966,26035,326
18241,18/10/2020,Tripura,29468,2917,26222,329
18242,19/10/2020,Tripura,29553,2672,26550,331
18243,20/10/2020,Tripura,29688,2609,26748,331
18244,21/10/2020,Tripura,29800,2455,27013,332
18245,22/10/2020,Tripura,29925,2339,27252,334
18246,23/10/2020,Tripura,30070,2229,27502,339
18247,24/10/2020,Tripura,30135,2055,27740,340
18248,25/10/2020,Tripura,30221,1992,27886,343
18249,26/10/2020,Tripura,30257,1845,28069,343
18250,27/10/2020,Tripura,30293,1796,28153,344
18251,28/10/2020,Tripura,30453,1754,28355,344
18252,29/10/2020,Tripura,30566,1696,28525,345
18253,30/10/2020,Tripura,30663,1580,28737,346
18254,31/10/2020,Tripura,30717,1493,28878,346
18255,01/11/2020,Tripura,30794,1400,29048,346
18256,02/11/2020,Tripura,30852,1270,29234,348
18257,03/11/2020,Tripura,30989,1321,29318,350
18258,04/11/2020,Tripura,31105,1322,29430,353
18259,05/11/2020,Tripura,31237,1339,29545,353
18260,06/11/2020,Tripura,31347,1327,29666,354
18261,07/11/2020,Tripura,31434,1286,29792,356
18262,08/11/2020,Tripura,31517,1302,29858,357
18263,09/11/2020,Tripura,31543,1219,29965,359
18264,10/11/2020,Tripura,31622,1254,30009,359
18265,11/11/2020,Tripura,31706,1289,30058,359
18266,12/11/2020,Tripura,31765,1198,30208,359
18267,13/11/2020,Tripura,31841,1167,30314,360
18268,14/11/2020,Tripura,31919,1143,30414,362
18269,15/11/2020,Tripura,31945,1105,30478,362
18270,16/11/2020,Tripura,31962,1043,30555,364
18271,17/11/2020,Tripura,32039,1044,30631,364
18272,18/11/2020,Tripura,32112,998,30750,364
18273,19/11/2020,Tripura,32217,997,30856,364
18274,20/11/2020,Tripura,32292,959,30968,365
18275,21/11/2020,Tripura,32367,917,31084,366
18276,22/11/2020,Tripura,32415,870,31179,366
18277,23/11/2020,Tripura,32434,796,31269,369
18278,24/11/2020,Tripura,32493,827,31296,370
18279,25/11/2020,Tripura,32528,790,31368,370
18280,26/11/2020,Tripura,32578,767,31441,370
18281,27/11/2020,Tripura,32610,741,31499,370
18282,28/11/2020,Tripura,32641,703,31568,370
18283,29/11/2020,Tripura,32674,649,31655,370
18284,30/11/2020,Tripura,32695,595,31730,370
18285,01/12/2020,Tripura,32726,592,31764,370
18286,02/12/2020,Tripura,32764,571,31821,372
18287,03/12/2020,Tripura,32803,552,31879,372
18288,04/12/2020,Tripura,32836,517,31947,372
18289,05/12/2020,Tripura,32860,479,32009,372
18290,06/12/2020,Tripura,32891,451,32068,372
18291,07/12/2020,Tripura,32897,414,32110,373
18292,08/12/2020,Tripura,32925,427,32125,373
18293,09/12/2020,Tripura,32945,403,32169,373
18294,10/12/2020,Tripura,32976,399,32204,373
18295,11/12/2020,Tripura,32997,373,32250,374
18296,12/12/2020,Tripura,33015,355,32285,375
18297,13/12/2020,Tripura,33038,352,32310,376
18298,14/12/2020,Tripura,33048,330,32342,376
18299,15/12/2020,Tripura,33057,314,32367,376
18300,17/12/2020,Tripura,33098,291,32429,378
18301,18/12/2020,Tripura,33119,270,32471,378
18302,19/12/2020,Tripura,33144,265,32501,378
18303,20/12/2020,Tripura,33167,257,32532,378
18304,21/12/2020,Tripura,33175,234,32561,380
18305,22/12/2020,Tripura,33188,213,32595,380
18306,23/12/2020,Tripura,33203,207,32613,383
18307,24/12/2020,Tripura,33216,192,32640,384
18308,25/12/2020,Tripura,33225,184,32657,384
18309,26/12/2020,Tripura,33226,169,32672,385
18310,27/12/2020,Tripura,33237,157,32695,385
18311,28/12/2020,Tripura,33244,148,32711,385
18312,29/12/2020,Tripura,33246,140,32721,385
18313,30/12/2020,Tripura,33258,138,32735,385
18314,31/12/2020,Tripura,33264,128,32751,385
18315,03/01/2021,Tripura,33282,88,32809,385
18316,04/01/2021,Tripura,33283,83,32815,385
18317,05/01/2021,Tripura,33284,73,32826,385
18318,06/01/2021,Tripura,33286,64,32835,387
18319,07/01/2021,Tripura,33294,64,32843,387
18320,08/01/2021,Tripura,33299,59,32852,388
18321,09/01/2021,Tripura,33302,60,32854,388
18322,10/01/2021,Tripura,33307,57,32862,388
18323,11/01/2021,Tripura,33307,50,32869,388
18324,12/01/2021,Tripura,33309,49,32872,388
18325,13/01/2021,Tripura,33315,46,32880,389
18326,14/01/2021,Tripura,33320,45,32886,389
18327,15/01/2021,Tripura,33325,45,32890,390
18328,16/01/2021,Tripura,33329,41,32897,391
18329,17/01/2021,Tripura,33331,38,32902,391
18330,18/01/2021,Tripura,33332,39,32902,391
18331,19/01/2021,Tripura,33335,39,32905,391
18332,20/01/2021,Tripura,33336,38,32907,391
18333,21/01/2021,Tripura,33339,37,32911,391
18334,22/01/2021,Tripura,33342,40,32911,391
18335,23/01/2021,Tripura,33344,34,32919,391
18336,24/01/2021,Tripura,33345,35,32919,391
18337,25/01/2021,Tripura,33345,32,32922,391
18338,27/01/2021,Tripura,33346,24,32931,391
18339,28/01/2021,Tripura,33346,21,32934,391
18340,29/01/2021,Tripura,33348,21,32936,391
18341,30/01/2021,Tripura,33350,21,32938,391
18342,31/01/2021,Tripura,33351,21,32939,391
18343,01/02/2021,Tripura,33351,19,32941,391
18344,02/02/2021,Tripura,33351,17,32943,391
18345,03/02/2021,Tripura,33351,15,32945,391
18346,04/02/2021,Tripura,33351,12,32948,391
18347,05/02/2021,Tripura,33352,12,32949,391
18348,06/02/2021,Tripura,33352,11,32950,391
18349,07/02/2021,Tripura,33352,11,32950,391
18350,08/02/2021,Tripura,33352,8,32953,391
18351,09/02/2021,Tripura,33353,7,32955,391
18352,10/02/2021,Tripura,33353,7,32955,391
18353,11/02/2021,Tripura,33353,5,32957,391
18354,12/02/2021,Tripura,33353,3,32959,391
18355,13/02/2021,Tripura,33353,2,32960,391
18356,14/02/2021,Tripura,33353,2,32960,391
18357,15/02/2021,Tripura,33353,2,32960,391
18358,16/02/2021,Tripura,33353,2,32960,391
18359,17/02/2021,Tripura,33355,4,32960,391
18360,18/02/2021,Tripura,33357,5,32961,391
18361,19/02/2021,Tripura,33366,14,32961,391
18362,20/02/2021,Tripura,33392,40,32961,391
18363,21/02/2021,Tripura,33393,41,32961,391
18364,22/02/2021,Tripura,33394,41,32962,391
18365,23/02/2021,Tripura,33398,45,32962,391
18366,24/02/2021,Tripura,33400,47,32962,391
18367,25/02/2021,Tripura,33400,25,32984,391
18368,26/02/2021,Tripura,33407,32,32984,391
18369,27/02/2021,Tripura,33407,32,32984,391
18370,01/03/2021,Tripura,33417,39,32987,391
18371,02/03/2021,Tripura,33420,42,32987,391
18372,03/03/2021,Tripura,33420,40,32989,391
18373,04/03/2021,Tripura,33422,33,32998,391
18374,06/03/2021,Tripura,33424,31,33002,391
18375,07/03/2021,Tripura,33424,30,33003,391
18376,08/03/2021,Tripura,33424,30,33003,391
18377,09/03/2021,Tripura,33424,30,33003,391
18378,10/03/2021,Tripura,33425,24,33010,391
18379,11/03/2021,Tripura,33425,18,33016,391
18380,13/03/2021,Tripura,33427,10,33026,391
18381,14/03/2021,Tripura,33429,12,33026,391
18382,15/03/2021,Tripura,33433,13,33029,391
18383,16/03/2021,Tripura,33440,20,33029,391
18384,17/03/2021,Tripura,33441,11,33039,391
18385,18/03/2021,Tripura,33444,12,33041,391
18386,19/03/2021,Tripura,33454,21,33042,391
18387,20/03/2021,Tripura,33459,25,33043,391
18388,21/03/2021,Tripura,33464,30,33043,391
18389,22/03/2021,Tripura,33464,30,33043,391
18390,23/03/2021,Tripura,33470,34,33044,392
18391,24/03/2021,Tripura,33479,43,33044,392
18392,25/03/2021,Tripura,33480,43,33045,392
18393,27/03/2021,Tripura,33490,51,33047,392
18394,28/03/2021,Tripura,33491,49,33050,392
18395,29/03/2021,Tripura,33491,47,33052,392
18396,30/03/2021,Tripura,33493,49,33052,392
18397,31/03/2021,Tripura,33503,56,33055,392
18398,01/04/2021,Tripura,33517,60,33065,392
18399,02/04/2021,Tripura,33521,59,33070,392
18400,03/04/2021,Tripura,33523,56,33075,392
18401,04/04/2021,Tripura,33537,70,33075,392
18402,05/04/2021,Tripura,33540,63,33085,392
18403,06/04/2021,Tripura,33554,71,33091,392
18404,07/04/2021,Tripura,33575,90,33092,393
18405,08/04/2021,Tripura,33612,124,33095,393
18406,09/04/2021,Tripura,33644,148,33103,393
18407,10/04/2021,Tripura,33685,188,33104,393
18408,11/04/2021,Tripura,33733,236,33104,393
18409,12/04/2021,Tripura,33743,243,33106,394
18410,13/04/2021,Tripura,33805,298,33113,394
18411,14/04/2021,Tripura,33844,312,33138,394
18412,15/04/2021,Tripura,33871,334,33143,394
18413,16/04/2021,Tripura,33875,336,33145,394
18414,17/04/2021,Tripura,33933,383,33156,394
18415,18/04/2021,Tripura,34002,445,33163,394
18416,19/04/2021,Tripura,34034,462,33178,394
18417,20/04/2021,Tripura,34094,506,33194,394
18418,21/04/2021,Tripura,34186,561,33231,394
18419,22/04/2021,Tripura,34262,600,33268,394
18420,23/04/2021,Tripura,34302,563,33345,394
18421,24/04/2021,Tripura,34429,645,33390,394
18422,25/04/2021,Tripura,34529,727,33408,394
18423,26/04/2021,Tripura,34627,763,33470,394
18424,27/04/2021,Tripura,34738,830,33514,394
18425,28/04/2021,Tripura,34862,917,33549,396
18426,29/04/2021,Tripura,35028,1070,33562,396
18427,30/04/2021,Tripura,35169,1161,33612,396
18428,01/05/2021,Tripura,35342,1266,33679,397
18429,02/05/2021,Tripura,35589,1471,33720,398
18430,03/05/2021,Tripura,35723,1542,33782,399
18431,04/05/2021,Tripura,35994,1725,33869,400
18432,05/05/2021,Tripura,36234,1905,33929,400
18433,06/05/2021,Tripura,36534,2127,34004,403
18434,07/05/2021,Tripura,36849,2292,34153,404
18435,08/05/2021,Tripura,37208,2533,34270,405
18436,09/05/2021,Tripura,37559,2751,34402,406
18437,10/05/2021,Tripura,37692,2750,34532,410
18438,11/05/2021,Tripura,38158,3063,34682,413
18439,12/05/2021,Tripura,38574,3333,34819,422
18440,13/05/2021,Tripura,39054,3684,34946,424
18441,14/05/2021,Tripura,39054,3684,34946,424
18442,15/05/2021,Tripura,39606,4034,35146,426
18443,16/05/2021,Tripura,40816,4863,35522,431
18444,17/05/2021,Tripura,41151,4894,35816,441
18445,18/05/2021,Tripura,41897,5367,36085,445
18446,19/05/2021,Tripura,42776,5924,36402,450
18447,20/05/2021,Tripura,43496,6325,36718,453
18448,21/05/2021,Tripura,44359,6807,37097,455
18449,22/05/2021,Tripura,45223,7337,37429,457
18450,23/05/2021,Tripura,46099,8011,37625,463
18451,24/05/2021,Tripura,46525,7961,38099,465
18452,25/05/2021,Tripura,47298,8302,38526,470
18453,26/05/2021,Tripura,47965,8001,39491,473
18454,27/05/2021,Tripura,48507,7471,40557,479
18455,28/05/2021,Tripura,49290,7215,41590,485
18456,30/05/2021,Tripura,50739,7042,43190,507
18457,31/05/2021,Tripura,51133,6557,44063,513
18458,01/06/2021,Tripura,51974,6547,44908,519
18459,02/06/2021,Tripura,52545,6248,45772,525
18460,03/06/2021,Tripura,53222,6458,46230,534
18461,04/06/2021,Tripura,53872,6340,46993,539
18462,05/06/2021,Tripura,54580,6367,47663,550
18463,06/06/2021,Tripura,55234,6481,48195,558
18464,07/06/2021,Tripura,55469,5921,48984,564
18465,08/06/2021,Tripura,56169,6018,49579,572
18466,09/06/2021,Tripura,56794,5777,50440,577
18467,10/06/2021,Tripura,57452,6058,50803,591
18468,11/06/2021,Tripura,58093,5844,51653,596
18469,12/06/2021,Tripura,58521,5699,52218,604
18470,13/06/2021,Tripura,59086,5552,52921,613
18471,14/06/2021,Tripura,59321,5170,53531,620
18472,15/06/2021,Tripura,59849,4951,54274,624
18473,16/06/2021,Tripura,60385,4886,54870,629
18474,17/06/2021,Tripura,60872,5122,55116,634
18475,18/06/2021,Tripura,61339,4873,55829,637
18476,19/06/2021,Tripura,61782,4715,56425,642
18477,20/06/2021,Tripura,62149,4417,57086,646
18478,21/06/2021,Tripura,62324,3942,57732,650
18479,22/06/2021,Tripura,62745,3910,58181,654
18480,23/06/2021,Tripura,63140,3747,58735,658
18481,25/06/2021,Tripura,63868,3828,59378,662
18482,26/06/2021,Tripura,64159,3726,59768,665
18483,27/06/2021,Tripura,64644,3748,60228,668
18484,28/06/2021,Tripura,64863,3497,60694,672
18485,29/06/2021,Tripura,65339,3531,61133,675
18486,30/06/2021,Tripura,65770,3580,61513,677
18487,01/07/2021,Tripura,66220,3875,61663,682
18488,02/07/2021,Tripura,66629,3816,62130,683
18489,03/07/2021,Tripura,67023,3858,62480,685
18490,04/07/2021,Tripura,67451,3916,62843,692
18491,05/07/2021,Tripura,67677,3776,63209,692
18492,06/07/2021,Tripura,68151,3962,63492,697
18493,07/07/2021,Tripura,68612,3947,63964,701
18494,08/07/2021,Tripura,69019,4122,64194,703
18495,09/07/2021,Tripura,69550,4175,64666,709
18496,10/07/2021,Tripura,69961,4154,65095,712
18497,11/07/2021,Tripura,70479,4231,65536,712
18498,12/07/2021,Tripura,70749,4100,65934,715
18499,13/07/2021,Tripura,71315,4245,66353,717
18500,14/07/2021,Tripura,71873,4384,66771,718
18501,15/07/2021,Tripura,72365,4624,67020,721
18502,16/07/2021,Tripura,72860,4683,67455,722
18503,17/07/2021,Tripura,73290,4639,67928,723
18504,18/07/2021,Tripura,73615,4546,68344,725
18505,19/07/2021,Tripura,73901,4314,68859,728
18506,21/07/2021,Tripura,74846,4345,69770,731
18507,22/07/2021,Tripura,75099,4338,70029,732
18508,26/07/2021,Tripura,76539,3663,72132,744
18509,27/07/2021,Tripura,76997,3684,72566,747
18510,28/07/2021,Tripura,77412,3754,72910,748
18511,29/07/2021,Tripura,77788,3861,73177,750
18512,30/07/2021,Tripura,78059,3640,73665,754
18513,31/07/2021,Tripura,78361,3484,74122,755
18514,01/08/2021,Tripura,78583,3482,74346,755
18515,02/08/2021,Tripura,78722,3092,74875,755
18516,03/08/2021,Tripura,79026,3104,75167,755
18517,04/08/2021,Tripura,79288,2962,75569,757
18518,05/08/2021,Tripura,79532,2954,75817,761
18519,06/08/2021,Tripura,79777,2766,76249,762
18520,07/08/2021,Tripura,79948,2515,76667,766
18521,08/08/2021,Tripura,80134,2311,77056,767
18522,09/08/2021,Tripura,80211,2148,77293,770
18523,10/08/2021,Tripura,80416,2044,77601,771
18524,11/08/2021,Tripura,80660,2076,77811,773
18525,12/08/2021,Tripura,80800,2063,77964,773
18526,13/08/2021,Tripura,80980,1953,78252,775
18527,14/08/2021,Tripura,81117,1825,78516,776
18528,15/08/2021,Tripura,81259,1710,78769,780
18529,16/08/2021,Tripura,81311,1538,78992,781
18530,17/08/2021,Tripura,81443,1497,79164,782
18531,18/08/2021,Tripura,81584,1436,79366,782
18532,19/08/2021,Tripura,81737,1503,79450,784
18533,20/08/2021,Tripura,81826,1407,79634,785
18534,21/08/2021,Tripura,81941,1285,79871,785
18535,22/08/2021,Tripura,82050,1249,80016,785
18536,23/08/2021,Tripura,82095,1095,80213,787
18537,24/08/2021,Tripura,82260,1135,80335,790
18538,25/08/2021,Tripura,82384,1113,80480,791
18539,26/08/2021,Tripura,82498,1164,80541,793
18540,27/08/2021,Tripura,82600,1150,80655,795
18541,28/08/2021,Tripura,82674,1090,80788,796
18542,29/08/2021,Tripura,82775,1028,80950,797
18543,30/08/2021,Tripura,82849,1028,81023,798
18544,31/08/2021,Tripura,82862,930,81132,800
18545,01/09/2021,Tripura,82961,917,81244,800
18546,02/09/2021,Tripura,83065,979,81284,802
18547,03/09/2021,Tripura,83127,878,81446,803
18548,04/09/2021,Tripura,83197,826,81568,803
18549,05/09/2021,Tripura,83284,792,81689,803
18550,06/09/2021,Tripura,83305,716,81786,803
18551,07/09/2021,Tripura,83478,676,81999,803
18552,08/09/2021,Tripura,83414,647,81964,803
18553,09/09/2021,Tripura,83478,676,81999,803
18554,10/09/2021,Tripura,83478,676,81999,803
